drug,therapy_area,pbac_date,nice_date,gap_days,gap_months,who_moved_first,nice_recommendation,pbac_filename,nice_ta_number,nice_title,nice_published_date,pbac_year,pbac_month,nice_guidance_url
budesonide,Respiratory,2021-11-01,2023-12-20,-779,-25.6,PBAC (AUS first),,budesonide-psd-nov-2021.pdf,937,Targeted-release budesonide for treating primary IgA nephropathy,20 December 2023,2021,11,https://www.nice.org.uk/guidance/ta937
budesonide,Respiratory,2024-11-01,2021-06-23,1227,40.3,NICE (UK first),,budesonide-psd-nov-2024.pdf,708,Budesonide orodispersible tablet for inducing remission of eosinophilic oesophagitis,23 June 2021,2024,11,https://www.nice.org.uk/guidance/ta708
budesonide,Respiratory,2024-11-01,2023-12-20,317,10.4,NICE (UK first),,budesonide-psd-nov-2024.pdf,937,Targeted-release budesonide for treating primary IgA nephropathy,20 December 2023,2024,11,https://www.nice.org.uk/guidance/ta937
budesonide,Respiratory,2017-11-01,2021-06-23,-1330,-43.7,PBAC (AUS first),,budesonide-psd-november-2017.pdf,708,Budesonide orodispersible tablet for inducing remission of eosinophilic oesophagitis,23 June 2021,2017,11,https://www.nice.org.uk/guidance/ta708
budesonide,Respiratory,2017-11-01,2023-12-20,-2240,-73.6,PBAC (AUS first),,budesonide-psd-november-2017.pdf,937,Targeted-release budesonide for treating primary IgA nephropathy,20 December 2023,2017,11,https://www.nice.org.uk/guidance/ta937
budesonide-formoterol,Respiratory,2023-11-01,2021-06-23,861,28.3,NICE (UK first),,budesonide-formoterol-psd-nov-2023.pdf,708,Budesonide orodispersible tablet for inducing remission of eosinophilic oesophagitis,23 June 2021,2023,11,https://www.nice.org.uk/guidance/ta708
budesonide-formoterol,Respiratory,2023-11-01,2023-12-20,-49,-1.6,PBAC (AUS first),,budesonide-formoterol-psd-nov-2023.pdf,937,Targeted-release budesonide for treating primary IgA nephropathy,20 December 2023,2023,11,https://www.nice.org.uk/guidance/ta937
bulevirtide,Other,2024-03-01,2023-06-07,268,8.8,NICE (UK first),,bulevirtide psd-march-2024.pdf,896,Bulevirtide for treating chronic hepatitis D,07 June 2023,2024,3,https://www.nice.org.uk/guidance/ta896
bulevirtide,Other,2025-03-01,2023-06-07,633,20.8,NICE (UK first),,bulevirtide-psd-march-2025-july-2025.pdf,896,Bulevirtide for treating chronic hepatitis D,07 June 2023,2025,3,https://www.nice.org.uk/guidance/ta896
cabazitaxel,Other,2021-03-01,2012-05-11,3216,105.7,NICE (UK first),,cabazitaxel-psd-mar-2021.pdf,255,Cabazitaxel for hormone-refractory metastatic prostate cancer previously treated with a docetaxel-containing regimen,11 May 2012,2021,3,https://www.nice.org.uk/guidance/ta255
cabazitaxel,Other,2021-03-01,2016-05-25,1741,57.2,NICE (UK first),,cabazitaxel-psd-mar-2021.pdf,391,Cabazitaxel for hormone-relapsed metastatic prostate cancer treated with docetaxel,25 May 2016,2021,3,https://www.nice.org.uk/guidance/ta391
cabazitaxel,Other,2022-03-01,2012-05-11,3581,117.6,NICE (UK first),,cabazitaxel-psd-march-2022.pdf,255,Cabazitaxel for hormone-refractory metastatic prostate cancer previously treated with a docetaxel-containing regimen,11 May 2012,2022,3,https://www.nice.org.uk/guidance/ta255
cabazitaxel,Other,2022-03-01,2016-05-25,2106,69.2,NICE (UK first),,cabazitaxel-psd-march-2022.pdf,391,Cabazitaxel for hormone-relapsed metastatic prostate cancer treated with docetaxel,25 May 2016,2022,3,https://www.nice.org.uk/guidance/ta391
cabotegravir,Other,2023-07-01,2022-01-05,542,17.8,NICE (UK first),,cabotegravir-psd-july-2023-september-2023.pdf,757,Cabotegravir with rilpivirine for treating HIV-1,05 January 2022,2023,7,https://www.nice.org.uk/guidance/ta757
cabotegravir-rilpivirine,Other,2021-03-01,2022-01-05,-310,-10.2,PBAC (AUS first),,cabotegravir-rilpivirine-psd-mar-2021.pdf,757,Cabotegravir with rilpivirine for treating HIV-1,05 January 2022,2021,3,https://www.nice.org.uk/guidance/ta757
cabotegravir-rilpivirine,Other,2021-11-01,2022-01-05,-65,-2.1,PBAC (AUS first),,cabotegravir-rilpivirine-psd-nov-2021.pdf,757,Cabotegravir with rilpivirine for treating HIV-1,05 January 2022,2021,11,https://www.nice.org.uk/guidance/ta757
cabozantinib,Oncology,2017-12-01,2017-08-09,114,3.7,NICE (UK first),,cabozantinib-psd-12-2017.pdf,463,Cabozantinib for previously treated advanced renal cell carcinoma,09 August 2017,2017,12,https://www.nice.org.uk/guidance/ta463
cabozantinib,Oncology,2017-12-01,2018-03-28,-117,-3.8,PBAC (AUS first),,cabozantinib-psd-12-2017.pdf,516,Cabozantinib for treating medullary thyroid cancer,28 March 2018,2017,12,https://www.nice.org.uk/guidance/ta516
