ta_number,title,drug_name,published_date,recommendation,guidance_url,pdf_url
120,Cardiac resynchronisation therapy for the treatment of heart failure,cardiac resynchronisation therapy,23 May 2007,,https://www.nice.org.uk/guidance/ta120,https://www.nice.org.uk/guidance/ta120/resources/ta120.pdf
121,Carmustine implants and temozolomide for the treatment of newly diagnosed high-grade glioma,carmustine implants,27 June 2007,,https://www.nice.org.uk/guidance/ta121,https://www.nice.org.uk/guidance/ta121/resources/carmustine-implants-and-temozolomide-for-the-treatment-of-newly-diagnosed-highgrade-glioma-pdf-82598128306117
122,Alteplase for the treatment of acute ischaemic stroke,alteplase,27 June 2007,,https://www.nice.org.uk/guidance/ta122,https://www.nice.org.uk/guidance/ta122/resources/ta122.pdf
123,Varenicline for smoking cessation,varenicline,25 July 2007,,https://www.nice.org.uk/guidance/ta123,https://www.nice.org.uk/guidance/ta123/resources/varenicline-for-smoking-cessation-pdf-82598131665349
124,Pemetrexed for the treatment of non-small-cell lung cancer,pemetrexed,22 August 2007,Recommended,https://www.nice.org.uk/guidance/ta124,https://www.nice.org.uk/guidance/ta124/resources/pemetrexed-for-the-treatment-of-nonsmallcell-lung-cancer-pdf-82598133344965
125,Adalimumab for the treatment of psoriatic arthritis,adalimumab,22 August 2007,,https://www.nice.org.uk/guidance/ta125,https://www.nice.org.uk/guidance/ta125/resources/ta125.pdf
126,Rituximab for the treatment of rheumatoid arthritis,rituximab,22 August 2007,,https://www.nice.org.uk/guidance/ta126,https://www.nice.org.uk/guidance/ta126/resources/ta126.pdf
127,Natalizumab for treating rapidly evolving severe relapsing–remitting multiple sclerosis,natalizumab,22 August 2007,,https://www.nice.org.uk/guidance/ta127,https://www.nice.org.uk/guidance/ta127/resources/natalizumab-for-treating-rapidly-evolving-severe-relapsingremitting-multiple-sclerosis-pdf-82598138383813
128,Stapled haemorrhoidopexy for the treatment of haemorrhoids,stapled haemorrhoidopexy,26 September 2007,,https://www.nice.org.uk/guidance/ta128,https://www.nice.org.uk/guidance/ta128/resources/stapled-haemorrhoidopexy-for-the-treatment-of-haemorrhoids-pdf-82598140063429
129,Bortezomib monotherapy for relapsed multiple myeloma,bortezomib monotherapy,23 October 2007,,https://www.nice.org.uk/guidance/ta129,https://www.nice.org.uk/guidance/ta129/resources/bortezomib-monotherapy-for-relapsed-multiple-myeloma-pdf-82598141743045
130,"Adalimumab, etanercept and infliximab for the treatment of rheumatoid arthritis","adalimumab, etanercept",22 October 2007,,https://www.nice.org.uk/guidance/ta130,https://www.nice.org.uk/guidance/ta130/resources/ta130.pdf
131,Inhaled corticosteroids for the treatment of chronic asthma in children under the age of 12 years,inhaled corticosteroids,28 November 2007,,https://www.nice.org.uk/guidance/ta131,https://www.nice.org.uk/guidance/ta131/resources/ta131.pdf
132,Ezetimibe for the treatment of primary (heterozygous-familial and non-familial) hypercholesterolaemia,ezetimibe,28 November 2007,,https://www.nice.org.uk/guidance/ta132,https://www.nice.org.uk/guidance/ta132/resources/ta132.pdf
133,Omalizumab for severe persistent allergic asthma,omalizumab,28 November 2007,,https://www.nice.org.uk/guidance/ta133,https://www.nice.org.uk/guidance/ta133/resources/ta133.pdf
134,Infliximab for treating moderate to severe plaque psoriasis,infliximab,23 January 2008,,https://www.nice.org.uk/guidance/ta134,https://www.nice.org.uk/guidance/ta134/resources/infliximab-for-treating-moderate-to-severe-plaque-psoriasis-pdf-82598193811141
135,Pemetrexed for the treatment of malignant pleural mesothelioma,pemetrexed,23 January 2008,,https://www.nice.org.uk/guidance/ta135,https://www.nice.org.uk/guidance/ta135/resources/pemetrexed-for-the-treatment-of-malignant-pleural-mesothelioma-pdf-82598195490757
136,Structural neuroimaging in first-episode psychosis,structural neuroimaging in first-episode psychosis,27 February 2008,,https://www.nice.org.uk/guidance/ta136,https://www.nice.org.uk/guidance/ta136/resources/structural-neuroimaging-in-firstepisode-psychosis-pdf-82598197170373
137,Rituximab for the treatment of relapsed or refractory stage 3 or 4 follicular non-Hodgkin's lymphoma,rituximab,27 February 2008,,https://www.nice.org.uk/guidance/ta137,https://www.nice.org.uk/guidance/ta137/resources/rituximab-for-the-treatment-of-relapsed-or-refractory-stage-3-or-4-follicular-nonhodgkins-lymphoma-pdf-82598198849989
138,Inhaled corticosteroids for the treatment of chronic asthma in adults and in children aged 12 years and over,inhaled corticosteroids,26 March 2008,,https://www.nice.org.uk/guidance/ta138,https://www.nice.org.uk/guidance/ta138/resources/ta138.pdf
139,Continuous positive airway pressure for the treatment of obstructive sleep apnoea/hypopnoea syndrome,continuous positive airway pressure,26 March 2008,,https://www.nice.org.uk/guidance/ta139,https://www.nice.org.uk/guidance/ta139/resources/continuous-positive-airway-pressure-for-the-treatment-of-obstructive-sleep-apnoeahypopnoea-syndrome-pdf-82598202209221
140,Infliximab for subacute manifestations of ulcerative colitis,infliximab,23 April 2008,,https://www.nice.org.uk/guidance/ta140,https://www.nice.org.uk/guidance/ta140/resources/ta140.pdf
141,Abatacept for the treatment of rheumatoid arthritis,abatacept,23 April 2008,,https://www.nice.org.uk/guidance/ta141,https://www.nice.org.uk/guidance/ta141/resources/ta141.pdf
142,"Epoetin alfa, epoetin beta and darbepoetin alfa for cancer treatment-induced anaemia","epoetin alfa, epoetin beta",28 May 2008,,https://www.nice.org.uk/guidance/ta142,https://www.nice.org.uk/guidance/ta142/resources/ta142.pdf
143,"Adalimumab, etanercept and infliximab for ankylosing spondylitis","adalimumab, etanercept",28 May 2008,,https://www.nice.org.uk/guidance/ta143,https://www.nice.org.uk/guidance/ta143/resources/ta143.pdf
144,Rimonabant for the treatment of overweight and obese adults,rimonabant,23 June 2008,,https://www.nice.org.uk/guidance/ta144,https://www.nice.org.uk/guidance/ta144/resources/ta144.pdf
145,Cetuximab for the treatment of locally advanced squamous cell cancer of the head and neck,cetuximab,25 June 2008,,https://www.nice.org.uk/guidance/ta145,https://www.nice.org.uk/guidance/ta145/resources/cetuximab-for-the-treatment-of-locally-advanced-squamous-cell-cancer-of-the-head-and-neck-pdf-82598255956933
146,Adalimumab for treating moderate to severe plaque psoriasis,adalimumab,25 June 2008,,https://www.nice.org.uk/guidance/ta146,https://www.nice.org.uk/guidance/ta146/resources/adalimumab-for-treating-moderate-to-severe-plaque-psoriasis-pdf-82598257636549
147,Bevacizumab for the first-line treatment of metastatic breast cancer,bevacizumab,25 June 2008,,https://www.nice.org.uk/guidance/ta147,https://www.nice.org.uk/guidance/ta147/resources/ta147.pdf
148,Bevacizumab for the treatment of non-small-cell lung cancer (terminated appraisal),bevacizumab,25 June 2008,,https://www.nice.org.uk/guidance/ta148,https://www.nice.org.uk/guidance/ta148/resources/bevacizumab-for-the-treatment-of-nonsmallcell-lung-cancer-terminated-appraisal-pdf-82598260995781
149,Carmustine implants for the treatment of recurrent glioblastoma multiforme (terminated appraisal),carmustine implants,25 June 2008,,https://www.nice.org.uk/guidance/ta149,https://www.nice.org.uk/guidance/ta149/resources/carmustine-implants-for-the-treatment-of-recurrent-glioblastoma-multiforme-terminated-appraisal-pdf-82598262675397
150,Cetuximab for the treatment of metastatic colorectal cancer following failure of oxaliplatin-containing chemotherapy,cetuximab,25 June 2008,,https://www.nice.org.uk/guidance/ta150,https://www.nice.org.uk/guidance/ta150/resources/ta150.pdf
151,Continuous subcutaneous insulin infusion for the treatment of diabetes mellitus,continuous subcutaneous insulin infusion,23 July 2008,,https://www.nice.org.uk/guidance/ta151,https://www.nice.org.uk/guidance/ta151/resources/continuous-subcutaneous-insulin-infusion-for-the-treatment-of-diabetes-mellitus-pdf-82598309704645
152,Drug-eluting stents for the treatment of coronary artery disease,drug-eluting stents,23 July 2008,,https://www.nice.org.uk/guidance/ta152,https://www.nice.org.uk/guidance/ta152/resources/drugeluting-stents-for-the-treatment-of-coronary-artery-disease-pdf-82598311384261
153,Entecavir for the treatment of chronic hepatitis B,entecavir,27 August 2008,,https://www.nice.org.uk/guidance/ta153,https://www.nice.org.uk/guidance/ta153/resources/entecavir-for-the-treatment-of-chronic-hepatitis-b-pdf-82598313063877
154,Telbivudine for the treatment of chronic hepatitis B,telbivudine,27 August 2008,,https://www.nice.org.uk/guidance/ta154,https://www.nice.org.uk/guidance/ta154/resources/telbivudine-for-the-treatment-of-chronic-hepatitis-b-pdf-82598314743493
155,Ranibizumab and pegaptanib for the treatment of age-related macular degeneration,ranibizumab,27 August 2008,,https://www.nice.org.uk/guidance/ta155,https://www.nice.org.uk/guidance/ta155/resources/ranibizumab-and-pegaptanib-for-the-treatment-of-agerelated-macular-degeneration-pdf-82598316423109
156,Routine antenatal anti-D prophylaxis for women who are rhesus D negative,routine antenatal anti-d prophylaxis,27 August 2008,,https://www.nice.org.uk/guidance/ta156,https://www.nice.org.uk/guidance/ta156/resources/routine-antenatal-antid-prophylaxis-for-women-who-are-rhesus-d-negative-pdf-82598318102725
157,Dabigatran etexilate for preventing venous thromboembolism after hip or knee replacement surgery,dabigatran etexilate,24 September 2008,,https://www.nice.org.uk/guidance/ta157,https://www.nice.org.uk/guidance/ta157/resources/dabigatran-etexilate-for-preventing-venous-thromboembolism-after-hip-or-knee-replacement-surgery-pdf-82598319782341
158,"Oseltamivir, amantadine (review) and zanamivir for the prophylaxis of influenza","oseltamivir, amantadine (review)",24 September 2008,,https://www.nice.org.uk/guidance/ta158,https://www.nice.org.uk/guidance/ta158/resources/oseltamivir-amantadine-review-and-zanamivir-for-the-prophylaxis-of-influenza-pdf-82598321461957
159,Spinal cord stimulation for chronic pain of neuropathic or ischaemic origin,spinal cord stimulation,22 October 2008,,https://www.nice.org.uk/guidance/ta159,https://www.nice.org.uk/guidance/ta159/resources/spinal-cord-stimulation-for-chronic-pain-of-neuropathic-or-ischaemic-origin-pdf-82598323141573
160,Raloxifene for the primary prevention of osteoporotic fragility fractures in postmenopausal women,raloxifene,27 October 2008,,https://www.nice.org.uk/guidance/ta160,https://www.nice.org.uk/guidance/ta160/resources/raloxifene-for-the-primary-prevention-of-osteoporotic-fragility-fractures-in-postmenopausal-women-pdf-82598368491205
161,Raloxifene and teriparatide for the secondary prevention of osteoporotic fragility fractures in postmenopausal women,raloxifene,27 October 2008,,https://www.nice.org.uk/guidance/ta161,https://www.nice.org.uk/guidance/ta161/resources/raloxifene-and-teriparatide-for-the-secondary-prevention-of-osteoporotic-fragility-fractures-in-postmenopausal-women-pdf-82598370170821
162,Erlotinib for the treatment of non-small-cell lung cancer,erlotinib,26 November 2008,,https://www.nice.org.uk/guidance/ta162,https://www.nice.org.uk/guidance/ta162/resources/ta162.pdf
163,Infliximab for acute exacerbations of ulcerative colitis,infliximab,17 December 2008,,https://www.nice.org.uk/guidance/ta163,https://www.nice.org.uk/guidance/ta163/resources/infliximab-for-acute-exacerbations-of-ulcerative-colitis-pdf-82598373530053
164,Febuxostat for the management of hyperuricaemia in people with gout,febuxostat,17 December 2008,,https://www.nice.org.uk/guidance/ta164,https://www.nice.org.uk/guidance/ta164/resources/ta164.pdf
165,Machine perfusion systems and cold static storage of kidneys from deceased donors,machine perfusion systems,28 January 2009,,https://www.nice.org.uk/guidance/ta165,https://www.nice.org.uk/guidance/ta165/resources/machine-perfusion-systems-and-cold-static-storage-of-kidneys-from-deceased-donors-pdf-82598376889285
166,Cochlear implants for children and adults with severe to profound deafness,cochlear implants,28 January 2009,,https://www.nice.org.uk/guidance/ta166,https://www.nice.org.uk/guidance/ta166/resources/ta166.pdf
167,Endovascular stent–grafts for the treatment of abdominal aortic aneurysms,endovascular stent–grafts,25 February 2009,,https://www.nice.org.uk/guidance/ta167,https://www.nice.org.uk/guidance/ta167/resources/ta167.pdf
168,"Amantadine, oseltamivir and zanamivir for the treatment of influenza","amantadine, oseltamivir",25 February 2009,,https://www.nice.org.uk/guidance/ta168,https://www.nice.org.uk/guidance/ta168/resources/amantadine-oseltamivir-and-zanamivir-for-the-treatment-of-influenza-pdf-82598381928133
169,Sunitinib for the first-line treatment of advanced and/or metastatic renal cell carcinoma,sunitinib,25 March 2009,,https://www.nice.org.uk/guidance/ta169,https://www.nice.org.uk/guidance/ta169/resources/sunitinib-for-the-firstline-treatment-of-advanced-andor-metastatic-renal-cell-carcinoma-pdf-82598383607749
170,Rivaroxaban for preventing venous thromboembolism after hip or knee replacement surgery,rivaroxaban,22 April 2009,,https://www.nice.org.uk/guidance/ta170,https://www.nice.org.uk/guidance/ta170/resources/rivaroxaban-for-preventing-venous-thromboembolism-after-hip-or-knee-replacement-surgery-pdf-82598428957381
171,Lenalidomide for the treatment of multiple myeloma in people who have received at least 2 prior therapies,lenalidomide,18 June 2009,,https://www.nice.org.uk/guidance/ta171,https://www.nice.org.uk/guidance/ta171/resources/lenalidomide-for-the-treatment-of-multiple-myeloma-in-people-who-have-received-at-least-2-prior-therapies-pdf-82598430636997
172,Cetuximab for the treatment of recurrent and/or metastatic squamous cell cancer of the head and neck,cetuximab,24 June 2009,,https://www.nice.org.uk/guidance/ta172,https://www.nice.org.uk/guidance/ta172/resources/ta172.pdf
173,Tenofovir disoproxil for the treatment of chronic hepatitis B,tenofovir disoproxil,22 July 2009,,https://www.nice.org.uk/guidance/ta173,https://www.nice.org.uk/guidance/ta173/resources/tenofovir-disoproxil-for-the-treatment-of-chronic-hepatitis-b-pdf-82598433996229
174,Rituximab for the first-line treatment of chronic lymphocytic leukaemia,rituximab,22 July 2009,,https://www.nice.org.uk/guidance/ta174,https://www.nice.org.uk/guidance/ta174/resources/rituximab-for-the-firstline-treatment-of-chronic-lymphocytic-leukaemia-pdf-82598435675845
175,Gefitinib for the second-line treatment of locally advanced or metastatic non-small-cell lung cancer  (terminated appraisal),gefitinib,22 July 2009,,https://www.nice.org.uk/guidance/ta175,https://www.nice.org.uk/guidance/ta175/resources/ta175.pdf
176,Cetuximab for the first-line treatment of metastatic colorectal cancer,cetuximab,26 August 2009,,https://www.nice.org.uk/guidance/ta176,https://www.nice.org.uk/guidance/ta176/resources/ta176.pdf
177,Alitretinoin for the treatment of severe chronic hand eczema,alitretinoin,26 August 2009,,https://www.nice.org.uk/guidance/ta177,https://www.nice.org.uk/guidance/ta177/resources/alitretinoin-for-the-treatment-of-severe-chronic-hand-eczema-pdf-82598440714693
